index,expr_id,datacase,gougeevent_id,AEsensor,Qinv_quart,M0,Tw,Tshift,stf_type,peakSTFamp,fitting_flag,error_fraction,error_thresh,RMSE,SNR_sensor,SNR_thresh,validflag
fb03-087__OL22,fb03-087,fb03-087__0040,40,22,noQcorr,2.13361234e-01,2.64521391e-06,1.39139363e-07,cosine,1.61318699e+05,True,2.18016819e-02,6.00000000e-02,3.51701896e+03,2.45865171e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0043,43,23,noQcorr,1.51398167e-01,2.75028984e-06,1.13737675e-07,cosine,1.10096118e+05,True,6.81862633e-03,6.00000000e-02,7.50704293e+02,2.48213926e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0043,43,7,noQcorr,2.14510203e-01,3.03868356e-06,-4.89767269e-08,cosine,1.41186235e+05,True,4.45877588e-03,6.00000000e-02,6.29517777e+02,3.40069707e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0043,43,8,noQcorr,2.10111571e-01,2.73310221e-06,-1.72864958e-08,cosine,1.53753175e+05,True,2.06117946e-02,6.00000000e-02,3.16912887e+03,9.47595722e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0043,43,22,noQcorr,1.27717153e-01,2.57015093e-06,3.95998084e-08,cosine,9.93849069e+04,True,7.00725085e-03,6.00000000e-02,6.96414974e+02,8.74771887e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0044,44,23,noQcorr,3.84003222e-02,2.63898249e-06,-2.20181414e-07,cosine,2.91023595e+04,True,5.17191995e-02,6.00000000e-02,1.50515074e+03,2.19627451e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0044,44,7,noQcorr,8.32721196e-02,2.98942426e-06,5.71168730e-09,cosine,5.57111418e+04,True,1.54676402e-02,6.00000000e-02,8.61719897e+02,3.13363306e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0044,44,8,noQcorr,4.60893467e-02,2.33322051e-06,-1.25474581e-07,cosine,3.95070646e+04,True,3.00291214e-02,6.00000000e-02,1.18636244e+03,9.31153591e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0044,44,22,noQcorr,6.74793158e-02,2.64624138e-06,5.98294251e-08,cosine,5.10001035e+04,True,4.12808804e-02,6.00000000e-02,2.10532917e+03,8.44050956e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0049,49,23,noQcorr,3.89748204e-02,2.80176271e-06,-6.63281608e-08,cosine,2.78216426e+04,True,2.85332748e-02,6.00000000e-02,7.93842575e+02,5.08569505e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0049,49,7,noQcorr,8.98137720e-02,2.96689838e-06,-3.09351012e-08,cosine,6.05438645e+04,True,1.58560676e-02,6.00000000e-02,9.59987610e+02,1.00743316e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0049,49,8,noQcorr,4.09748625e-02,2.28122482e-06,-1.20727044e-07,cosine,3.59235636e+04,True,3.43518839e-02,6.00000000e-02,1.23404209e+03,4.24612400e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0049,49,22,noQcorr,2.51318567e-02,1.65725761e-06,-7.66659407e-08,cosine,3.03294510e+04,True,2.68828733e-02,6.00000000e-02,8.15342789e+02,2.47730357e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0050,50,23,noQcorr,2.91292591e-01,2.98511387e-06,1.39842775e-07,cosine,1.95163470e+05,True,1.50113332e-02,6.00000000e-02,2.92966387e+03,4.69738125e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0050,50,7,noQcorr,2.84297631e-01,3.09856737e-06,-4.30624704e-09,cosine,1.83502583e+05,True,8.91267710e-03,6.00000000e-02,1.63549927e+03,2.78068530e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0050,50,8,noQcorr,2.96034716e-01,2.98571660e-06,1.98126942e-07,cosine,1.98300613e+05,True,3.13968403e-02,6.00000000e-02,6.22601268e+03,2.06635982e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0050,50,22,noQcorr,4.31206686e-01,3.31735867e-06,3.75233599e-07,cosine,2.59969891e+05,True,2.57769860e-02,6.00000000e-02,6.70124025e+03,1.06262364e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0052,52,23,noQcorr,3.53970660e-01,3.06110859e-06,-3.79748129e-08,cosine,2.31269587e+05,True,1.39262905e-02,6.00000000e-02,3.22072747e+03,3.15923074e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0052,52,7,noQcorr,5.25397607e-01,3.13978964e-06,-5.50859703e-08,cosine,3.34670579e+05,True,9.13306649e-03,6.00000000e-02,3.05656865e+03,7.04629458e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0052,52,8,noQcorr,5.33543712e-01,2.85655900e-06,5.28760064e-08,cosine,3.73556822e+05,True,1.50861000e-02,6.00000000e-02,5.63551556e+03,5.12415703e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0052,52,22,noQcorr,4.96146869e-01,3.05687067e-06,7.62968870e-08,cosine,3.24610879e+05,True,1.01319698e-02,6.00000000e-02,3.28894762e+03,1.83248222e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0055,55,23,noQcorr,3.84966843e-01,3.03318563e-06,1.05995101e-07,cosine,2.53836652e+05,True,1.83727517e-02,6.00000000e-02,4.66367779e+03,2.46319895e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0055,55,7,noQcorr,3.53564893e-01,3.14723250e-06,1.42674642e-07,cosine,2.24683046e+05,True,1.30500187e-02,6.00000000e-02,2.93211797e+03,1.29128501e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0055,55,8,noQcorr,4.50531757e-01,3.53867808e-06,-2.09362714e-08,cosine,2.54632751e+05,True,3.26503316e-02,6.00000000e-02,8.31384376e+03,9.90467505e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0055,55,22,noQcorr,6.38704429e-01,3.35333166e-06,-9.22867763e-14,cosine,3.80937225e+05,True,4.12094474e-02,6.00000000e-02,1.56982125e+04,1.56139614e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0059,59,23,noQcorr,5.30263644e-02,2.88675701e-06,-2.13228008e-07,cosine,3.67376600e+04,True,3.28894077e-02,6.00000000e-02,1.20827988e+03,9.17087376e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0059,59,7,noQcorr,9.43171640e-02,2.94574870e-06,-1.58543597e-07,cosine,6.40361237e+04,True,1.74656176e-02,6.00000000e-02,1.11843045e+03,1.91709462e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0059,59,8,noQcorr,4.14224935e-02,2.21732598e-06,-1.31419275e-07,cosine,3.73625655e+04,True,3.25178104e-02,6.00000000e-02,1.21494882e+03,2.18716600e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0059,59,22,noQcorr,1.80522523e-01,3.71316119e-06,-5.23185544e-08,cosine,9.72338739e+04,True,3.00273253e-02,6.00000000e-02,2.91967316e+03,7.47327669e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0061,61,23,noQcorr,5.56511262e-01,3.05425977e-06,3.03439548e-08,cosine,3.64416360e+05,True,1.14792426e-02,6.00000000e-02,4.18322381e+03,5.69611135e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0061,61,7,noQcorr,8.75519827e-01,3.27306872e-06,-1.47896410e-08,cosine,5.34984079e+05,True,5.76478599e-03,6.00000000e-02,3.08406872e+03,7.06558544e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0061,61,8,noQcorr,7.63419634e-01,2.94668670e-06,1.65658663e-07,cosine,5.18154453e+05,True,7.99242452e-03,6.00000000e-02,4.14131035e+03,7.18650342e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0061,61,22,noQcorr,8.25552928e-01,3.03860310e-06,7.66969987e-08,cosine,5.43376466e+05,True,1.38037826e-02,6.00000000e-02,7.50065061e+03,1.54973992e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0062,62,23,noQcorr,4.18138226e-01,2.92527710e-06,1.27306469e-09,cosine,2.85879396e+05,True,1.06093727e-02,6.00000000e-02,3.03300106e+03,5.10229092e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0062,62,7,noQcorr,7.32045035e-01,3.19066839e-06,-5.83438045e-09,cosine,4.58866149e+05,True,7.96120394e-03,6.00000000e-02,3.65312699e+03,9.62373749e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0062,62,8,noQcorr,5.49642200e-01,2.92678575e-06,1.46817822e-07,cosine,3.75594312e+05,True,1.80642388e-02,6.00000000e-02,6.78482533e+03,1.02673126e+02,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0062,62,22,noQcorr,6.96081147e-01,2.98896405e-06,1.64514582e-07,cosine,4.65767366e+05,True,3.83653698e-03,6.00000000e-02,1.78693372e+03,4.01371509e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0069,69,23,noQcorr,2.51772782e-01,2.58647191e-06,1.75823431e-07,cosine,1.94684263e+05,True,1.13540957e-02,6.00000000e-02,2.21046374e+03,4.06360223e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0069,69,7,noQcorr,2.29281365e-01,2.67963133e-06,1.63679661e-07,cosine,1.71129037e+05,True,5.32059969e-03,6.00000000e-02,9.10509102e+02,4.26332632e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0069,69,8,noQcorr,2.04988033e-01,2.33326577e-06,2.32526455e-07,cosine,1.75709116e+05,True,2.01693345e-02,6.00000000e-02,3.54393593e+03,1.25709625e+02,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0069,69,22,noQcorr,2.37384683e-01,2.54130401e-06,1.85547283e-07,cosine,1.86821161e+05,True,1.53376560e-02,6.00000000e-02,2.86539870e+03,1.67807795e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0072,72,23,noQcorr,6.47674164e-01,3.04532222e-06,1.26453439e-07,cosine,4.25356738e+05,True,7.93569342e-03,6.00000000e-02,3.37550067e+03,1.34707910e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0072,72,7,noQcorr,9.40120275e-01,3.28533178e-06,3.55997464e-08,cosine,5.72313749e+05,True,5.62794939e-03,6.00000000e-02,3.22095281e+03,1.44774636e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0072,72,8,noQcorr,8.99271682e-01,3.01386001e-06,1.86330979e-07,cosine,5.96757434e+05,True,9.68972719e-03,6.00000000e-02,5.78241673e+03,2.15082050e+02,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0072,72,22,noQcorr,8.54733035e-01,2.99723040e-06,9.48422056e-08,cosine,5.70348569e+05,True,8.41252613e-03,6.00000000e-02,4.79807224e+03,1.09595119e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0075,75,23,noQcorr,2.98559381e-01,2.87897608e-06,9.24711151e-08,cosine,2.07406581e+05,True,2.71598029e-02,6.00000000e-02,5.63312186e+03,5.80175816e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0075,75,7,noQcorr,3.75582270e-01,3.29323241e-06,8.58447747e-08,cosine,2.28093389e+05,True,8.36389479e-03,6.00000000e-02,1.90774910e+03,1.79204510e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0075,75,8,noQcorr,2.84496515e-01,2.87718752e-06,1.77796212e-07,cosine,1.97760148e+05,True,2.11901130e-02,6.00000000e-02,4.19055988e+03,1.03636377e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0075,75,22,noQcorr,3.66688423e-01,3.61508258e-06,2.86330171e-08,cosine,2.02865862e+05,True,2.64214894e-02,6.00000000e-02,5.36001823e+03,8.20435250e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0076,76,23,noQcorr,5.76341311e-01,4.59313895e-06,-5.00000000e-07,cosine,2.50957490e+05,True,8.70497171e-02,6.00000000e-02,2.18457785e+04,1.79302262e+01,4.50000000e+00,0
fb03-087__OL07,fb03-087,fb03-087__0076,76,7,noQcorr,4.40847401e-01,2.71728008e-06,2.14817283e-08,cosine,3.24476969e+05,True,9.46355402e-03,6.00000000e-02,3.07070532e+03,1.36163884e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0076,76,8,noQcorr,5.72910392e-01,3.07300007e-06,1.09000152e-07,cosine,3.72867151e+05,True,2.20135578e-02,6.00000000e-02,8.20813259e+03,1.48088816e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0076,76,22,noQcorr,1.34060294e+00,3.94527045e-06,1.00000000e-06,cosine,6.79600022e+05,True,4.35392035e-02,6.00000000e-02,2.95892437e+04,1.39095708e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0077,77,23,noQcorr,5.62219593e-01,3.06107209e-06,9.64152977e-08,cosine,3.67335088e+05,True,9.82989083e-03,6.00000000e-02,3.61086381e+03,1.61046821e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0077,77,7,noQcorr,9.74391354e-01,3.42110764e-06,4.58885516e-08,cosine,5.69635018e+05,True,7.81177470e-03,6.00000000e-02,4.44986042e+03,4.11499876e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0077,77,8,noQcorr,5.47452359e-01,3.04250988e-06,7.74401687e-08,cosine,3.59868815e+05,True,1.37613522e-02,6.00000000e-02,4.95228150e+03,7.73772835e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0077,77,22,noQcorr,1.13466178e+00,3.01302050e-06,8.43841854e-08,cosine,7.53172290e+05,True,3.95347163e-03,6.00000000e-02,2.97764528e+03,7.74625125e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0081,81,23,noQcorr,2.78776911e-02,2.45096802e-06,-2.01756028e-07,cosine,2.27483015e+04,True,6.03622848e-02,6.00000000e-02,1.37313945e+03,1.01473603e+01,4.50000000e+00,0
fb03-087__OL07,fb03-087,fb03-087__0081,81,7,noQcorr,7.08194294e-02,3.04825108e-06,5.58572280e-08,cosine,4.64656020e+04,True,1.65010941e-02,6.00000000e-02,7.66733269e+02,8.77191024e+00,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0081,81,8,noQcorr,4.35145940e-02,2.56132749e-06,-5.34503674e-10,cosine,3.39781571e+04,True,2.74077618e-02,6.00000000e-02,9.31265237e+02,2.62407578e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0081,81,22,noQcorr,1.92378359e-02,1.70905384e-06,2.30078989e-08,cosine,2.25128495e+04,True,2.38877985e-02,6.00000000e-02,5.37782411e+02,1.16803085e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0085,85,23,noQcorr,4.27493383e-01,2.73715443e-06,1.05182267e-07,cosine,3.12363364e+05,True,1.08139680e-02,6.00000000e-02,3.37788744e+03,6.41090905e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0085,85,7,noQcorr,4.89116365e-01,2.89849319e-06,-4.28998035e-08,cosine,3.37496892e+05,True,8.88307366e-03,6.00000000e-02,2.99800975e+03,9.91309723e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0085,85,8,noQcorr,3.34311830e-01,2.53302810e-06,1.72077554e-07,cosine,2.63962196e+05,True,1.69156855e-02,6.00000000e-02,4.46510151e+03,8.56380359e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0085,85,22,noQcorr,5.71998265e-01,2.82126247e-06,8.99183012e-08,cosine,4.05490997e+05,True,2.76049029e-02,6.00000000e-02,1.11935396e+04,1.86327950e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0088,88,23,noQcorr,6.95056353e-01,2.88103862e-06,1.50246410e-07,cosine,4.82504017e+05,True,1.72991279e-02,6.00000000e-02,8.34689868e+03,2.52470253e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0088,88,7,noQcorr,1.29504407e+00,3.32188910e-06,8.52591615e-07,cosine,7.79703377e+05,True,1.70280229e-02,6.00000000e-02,1.32768070e+04,2.83622813e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0088,88,8,noQcorr,1.24722222e+00,2.82246769e-06,1.35353284e-07,cosine,8.83781127e+05,True,9.36079869e-03,6.00000000e-02,8.27289722e+03,2.46948242e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0088,88,22,noQcorr,2.98556484e+00,4.41899301e-06,1.00000000e-06,cosine,1.35124199e+06,True,1.11819131e-01,6.00000000e-02,1.51094705e+05,9.28549254e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0089,89,23,noQcorr,3.61881660e-01,2.83314856e-06,4.26276488e-08,cosine,2.55462537e+05,True,1.61381842e-02,6.00000000e-02,4.12270149e+03,9.99132780e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0089,89,7,noQcorr,6.06770793e-01,3.10587636e-06,1.14007058e-07,cosine,3.90724370e+05,True,9.28524243e-03,6.00000000e-02,3.62797050e+03,9.21210929e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0089,89,8,noQcorr,4.50178977e-01,2.94518181e-06,1.48624298e-07,cosine,3.05705391e+05,True,1.61898156e-02,6.00000000e-02,4.94931390e+03,1.07372449e+02,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0089,89,22,noQcorr,5.34507371e-01,2.80973387e-06,1.46408063e-07,cosine,3.80468326e+05,True,4.72684012e-03,6.00000000e-02,1.79841295e+03,1.26492036e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0095,95,23,noQcorr,6.45141477e-01,3.24224241e-06,5.90797124e-08,cosine,3.97959957e+05,True,9.24443871e-03,6.00000000e-02,3.67891643e+03,3.10302983e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0095,95,7,noQcorr,1.14399449e+00,3.50468162e-06,1.12418144e-07,cosine,6.52837768e+05,True,1.70726693e-02,6.00000000e-02,1.11456833e+04,3.92750525e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0095,95,8,noQcorr,1.02573714e+00,3.29300417e-06,7.87211858e-08,cosine,6.22979559e+05,True,1.22455910e-02,6.00000000e-02,7.62875289e+03,9.37148449e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0095,95,22,noQcorr,1.12353374e+00,3.22256125e-06,8.73915269e-08,cosine,6.97292238e+05,True,1.17044209e-02,6.00000000e-02,8.16140184e+03,8.30448973e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0099,99,23,noQcorr,5.92858561e-01,3.44502708e-06,1.49694454e-08,cosine,3.44182236e+05,True,1.65445338e-02,6.00000000e-02,5.69433464e+03,1.39390865e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0099,99,7,noQcorr,1.07650262e+00,3.62667848e-06,5.61422388e-08,cosine,5.93657487e+05,True,2.00541570e-02,6.00000000e-02,1.19053005e+04,3.42110181e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0099,99,8,noQcorr,7.67915058e-01,3.40511059e-06,6.59175251e-08,cosine,4.51036779e+05,True,2.32923215e-02,6.00000000e-02,1.05056937e+04,5.17866914e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0099,99,22,noQcorr,1.18902744e+00,3.40213857e-06,1.96536622e-07,cosine,6.98988101e+05,True,1.70807822e-02,6.00000000e-02,1.19392635e+04,5.66885457e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0100,100,23,noQcorr,4.18800110e-01,3.14607138e-06,9.28579179e-08,cosine,2.66236811e+05,True,2.02819594e-02,6.00000000e-02,5.39980418e+03,2.44424598e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0100,100,7,noQcorr,9.66560553e-01,3.81377549e-06,-1.83908042e-08,cosine,5.06878581e+05,True,1.95569982e-02,6.00000000e-02,9.91302347e+03,7.06021601e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0100,100,8,noQcorr,4.60249698e-01,3.06107389e-06,9.64264779e-08,cosine,3.00711263e+05,True,1.68879742e-02,6.00000000e-02,5.07840405e+03,7.08830164e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0100,100,22,noQcorr,1.14618124e+00,3.56671973e-06,1.99646976e-07,cosine,6.42708764e+05,True,1.96102462e-02,6.00000000e-02,1.26036771e+04,1.59340902e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0102,102,23,noQcorr,6.60227291e-02,2.23185086e-06,-5.75306816e-08,cosine,5.91641049e+04,True,6.74329904e-03,6.00000000e-02,3.98961252e+02,8.95058493e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0102,102,7,noQcorr,8.14752753e-02,2.63473247e-06,-1.85781053e-07,cosine,6.18470735e+04,True,2.92906271e-02,6.00000000e-02,1.81153957e+03,1.11595834e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0102,102,8,noQcorr,4.27838418e-02,2.03490620e-06,-5.42144489e-09,cosine,4.20499150e+04,True,1.27336541e-02,6.00000000e-02,5.35449070e+02,1.65858886e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0102,102,22,noQcorr,6.45257088e-02,2.26921737e-06,5.30612988e-09,cosine,5.68704520e+04,True,3.91233172e-02,6.00000000e-02,2.22496073e+03,3.05047870e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0109,109,23,noQcorr,4.51955209e-01,3.11649475e-06,2.24400790e-08,cosine,2.90040658e+05,True,1.13971275e-02,6.00000000e-02,3.30563036e+03,9.06974309e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0109,109,7,noQcorr,9.68457795e-01,3.58540936e-06,1.31254503e-07,cosine,5.40221602e+05,True,2.64317135e-02,6.00000000e-02,1.42789826e+04,1.76926169e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0109,109,8,noQcorr,4.80539677e-01,3.21324463e-06,8.82222787e-08,cosine,2.99099342e+05,True,2.00012697e-02,6.00000000e-02,5.98236660e+03,7.72982360e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0109,109,22,noQcorr,1.13682211e+00,3.42667508e-06,2.47430203e-07,cosine,6.63513080e+05,True,2.07546489e-02,6.00000000e-02,1.37709810e+04,9.49461992e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0110,110,23,noQcorr,4.28090483e-02,3.00584006e-06,-2.42881809e-08,cosine,2.84839163e+04,True,1.78550312e-02,6.00000000e-02,5.08581213e+02,6.52537468e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0110,110,7,noQcorr,5.89462814e-02,2.85328896e-06,-2.12465793e-07,cosine,4.13181296e+04,True,3.28007832e-02,6.00000000e-02,1.35526701e+03,1.66345149e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0110,110,8,noQcorr,2.43717007e-02,2.39347778e-06,1.20457059e-07,cosine,2.03650946e+04,True,2.78324480e-02,6.00000000e-02,5.66810436e+02,1.47570433e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0110,110,22,noQcorr,1.49163375e-01,5.18131588e-06,-1.80061206e-07,cosine,5.75774101e+04,True,6.55230160e-02,6.00000000e-02,3.77264556e+03,1.76773481e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0111,111,23,noQcorr,4.91719970e-01,3.21092668e-06,1.16474312e-07,cosine,3.06279091e+05,True,1.46785123e-02,6.00000000e-02,4.49572139e+03,1.93285859e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0111,111,7,noQcorr,1.04000392e+00,3.56273004e-06,1.65990366e-07,cosine,5.83824036e+05,True,3.25891420e-02,6.00000000e-02,1.90263244e+04,4.36100040e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0111,111,8,noQcorr,5.13989655e-01,3.24922618e-06,4.54715092e-08,cosine,3.16376655e+05,True,2.79886872e-02,6.00000000e-02,8.85496723e+03,6.65112110e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0111,111,22,noQcorr,1.34933784e+00,3.47074405e-06,3.31691462e-07,cosine,7.77549453e+05,True,2.61096520e-02,6.00000000e-02,2.03015456e+04,2.53665219e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0118,118,23,noQcorr,7.16958583e-02,2.28102872e-06,-1.21528261e-07,cosine,6.28627407e+04,True,2.16848904e-02,6.00000000e-02,1.36317164e+03,2.55030709e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0118,118,7,noQcorr,5.48565386e-02,2.46274350e-06,-1.85794857e-07,cosine,4.45491105e+04,True,3.22101352e-02,6.00000000e-02,1.43493287e+03,1.09711000e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0118,118,8,noQcorr,6.49146144e-02,2.24522104e-06,1.82169366e-07,cosine,5.78246980e+04,True,2.24333748e-02,6.00000000e-02,1.29720312e+03,3.33813962e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0118,118,22,noQcorr,4.72258856e-02,2.04527347e-06,-1.18242056e-07,cosine,4.61805096e+04,True,4.06466190e-02,6.00000000e-02,1.87708158e+03,4.63061257e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0120,120,23,noQcorr,4.90637989e-01,3.00506358e-06,2.72559525e-07,cosine,3.26540837e+05,True,1.46451289e-02,6.00000000e-02,4.78223265e+03,1.89070316e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0120,120,7,noQcorr,1.07076857e+00,3.39792910e-06,3.32194550e-07,cosine,6.30247742e+05,True,2.05200557e-02,6.00000000e-02,1.29327188e+04,5.64219314e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0120,120,8,noQcorr,5.91790557e-01,3.54657745e-06,1.17396422e-07,cosine,3.33724809e+05,True,1.29712190e-02,6.00000000e-02,4.32881759e+03,6.52412270e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0120,120,22,noQcorr,1.21148386e+00,3.21690749e-06,2.31333869e-07,cosine,7.53197643e+05,True,1.13784862e-02,6.00000000e-02,8.57024896e+03,6.21220711e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0126,126,23,noQcorr,1.48935019e-02,2.29004149e-06,1.34660078e-07,cosine,1.30071835e+04,True,1.96830526e-02,6.00000000e-02,2.56021077e+02,1.84403513e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0126,126,7,noQcorr,1.84166468e-02,2.66671090e-06,-1.43790719e-07,cosine,1.38122512e+04,True,3.03092336e-02,6.00000000e-02,4.18638749e+02,5.87413394e+01,4.50000000e+00,1
